# all-by-all of 100 genomes (n=100 seed=11)
# query	subject
AG-349-G23	AG-426-I05
AG-349-G23	AG-426-M05
AG-349-G23	AG-426-O21
AG-349-G23	AG-430-K07
AG-349-G23	AG-430-N16
AG-349-G23	AG-439-D05
AG-349-G23	AG-447-E07
AG-349-G23	AG-447-O08
AG-349-G23	AG-453-B23
AG-349-G23	AG-461-B13
AG-349-G23	AG-461-C04
AG-349-G23	AG-461-M14
AG-349-G23	AG-891-A05
AG-349-G23	AG-891-I18
AG-349-G23	AG-891-J16
AG-349-G23	AG-891-P06
AG-349-G23	AG-892-C18
AG-349-G23	AG-892-E21
AG-349-G23	AG-893-M03
AG-349-G23	AG-894-A16
AG-349-G23	AG-894-G18
AG-349-G23	AG-894-G22
AG-349-G23	AG-894-I22
AG-349-G23	AG-894-L17
AG-349-G23	AG-894-M18
AG-349-G23	AG-894-P17
AG-349-G23	AG-896-C18
AG-349-G23	AG-896-G07
AG-349-G23	AG-896-O18
AG-349-G23	AG-897-B03
AG-349-G23	AG-897-G22
AG-349-G23	AG-898-F23
AG-349-G23	AG-898-G21
AG-349-G23	AG-899-B02
AG-349-G23	AG-899-G02
AG-349-G23	AG-901-C10
AG-349-G23	AG-903-D02
AG-349-G23	AG-903-K07
AG-349-G23	AG-903-K22
AG-349-G23	AG-904-G21
AG-349-G23	AG-905-M05
AG-349-G23	AG-907-E04
AG-349-G23	AG-909-E04
AG-349-G23	AG-910-E10
AG-349-G23	AG-910-G11
AG-349-G23	AG-910-M23
AG-349-G23	AG-912-C08
AG-349-G23	AG-912-E13
AG-349-G23	AG-912-G22
AG-349-G23	AG-912-N03
AG-349-G23	AG-913-K11
AG-349-G23	AG-913-L03
AG-349-G23	AG-914-D08
AG-349-G23	AG-914-M14
AG-349-G23	AG-915-C06
AG-349-G23	AG-915-G14
AG-349-G23	AG-915-O07
AG-349-G23	AG-916-A21
AG-349-G23	AG-916-B06
AG-349-G23	AG-916-G03
AG-349-G23	AG-916-L11
AG-349-G23	AG-916-O06
AG-349-G23	AG-917-C02
AG-349-G23	AG-917-M15
AG-349-G23	AG-917-M17
AG-349-G23	AG-919-D10
AG-349-G23	AG-920-M14
AG-349-G23	AH-287-G05
AG-349-G23	AH-287-O09
AG-349-G23	AH-287-O21
AG-349-G23	AH-321-P04
AG-349-G23	AH-324-F03
AG-349-G23	AH-324-I20
AG-349-G23	AH-326-M23
AG-349-O05	AG-359-B05
AG-349-O05	AG-359-E10
AG-349-O05	AG-359-N17
AG-349-O05	AG-359-O11
AG-349-O05	AG-365-C14
AG-349-O05	AG-365-L08
AG-349-O05	AG-390-A23
AG-349-O05	AG-390-I17
AG-349-O05	AG-390-M22
AG-349-O05	AG-410-O14
AG-349-O05	AG-414-P09
AG-349-O05	AG-426-B11
AG-349-O05	AG-426-C16
AG-349-O05	AG-426-E13
AG-349-O05	AG-426-G02
AG-349-O05	AG-426-I05
AG-349-O05	AG-426-M05
AG-349-O05	AG-426-O21
AG-349-O05	AG-430-K07
AG-349-O05	AG-430-N16
AG-349-O05	AG-439-D05
AG-349-O05	AG-447-E07
AG-349-O05	AG-447-O08
AG-349-O05	AG-453-B23
AG-349-O05	AG-461-B13
AG-349-O05	AG-461-C04
AG-349-O05	AG-461-M14
AG-349-O05	AG-891-A05
AG-349-O05	AG-891-I18
AG-349-O05	AG-891-J16
AG-349-O05	AG-891-P06
AG-349-O05	AG-892-C18
AG-349-O05	AG-892-E21
AG-349-O05	AG-893-M03
AG-349-O05	AG-894-A16
AG-349-O05	AG-894-G18
AG-349-O05	AG-894-G22
AG-349-O05	AG-894-I22
AG-349-O05	AG-894-L17
AG-349-O05	AG-894-M18
AG-349-O05	AG-894-P17
AG-349-O05	AG-896-C18
AG-349-O05	AG-896-G07
AG-349-O05	AG-896-O18
AG-349-O05	AG-897-B03
AG-349-O05	AG-897-G22
AG-349-O05	AG-898-F23
AG-349-O05	AG-898-G21
AG-349-O05	AG-899-B02
AG-349-O05	AG-899-G02
AG-349-O05	AG-901-C10
AG-349-O05	AG-903-D02
AG-349-O05	AG-903-K07
AG-349-O05	AG-903-K22
AG-349-O05	AG-904-G21
AG-349-O05	AG-905-M05
AG-349-O05	AG-907-E04
AG-349-O05	AG-909-E04
AG-349-O05	AG-910-E10
AG-349-O05	AG-910-G11
AG-349-O05	AG-910-M23
AG-349-O05	AG-912-C08
AG-349-O05	AG-912-E13
AG-349-O05	AG-912-G22
AG-349-O05	AG-912-N03
AG-349-O05	AG-913-K11
AG-349-O05	AG-913-L03
AG-349-O05	AG-914-D08
AG-349-O05	AG-914-M14
AG-349-O05	AG-915-C06
AG-349-O05	AG-915-G14
AG-349-O05	AG-915-O07
AG-349-O05	AG-916-A21
AG-349-O05	AG-916-B06
AG-349-O05	AG-916-G03
AG-349-O05	AG-916-L11
AG-349-O05	AG-916-O06
AG-349-O05	AG-917-C02
AG-349-O05	AG-917-M15
AG-349-O05	AG-917-M17
AG-349-O05	AG-919-D10
AG-349-O05	AG-920-M14
AG-349-O05	AH-287-G05
AG-349-O05	AH-287-O09
AG-349-O05	AH-287-O21
AG-349-O05	AH-321-P04
AG-349-O05	AH-324-F03
AG-349-O05	AH-324-I20
AG-349-O05	AH-326-M23
AG-359-B05	AG-359-E10
AG-359-B05	AG-359-N17
AG-359-B05	AG-359-O11
AG-359-B05	AG-365-C14
AG-359-B05	AG-365-L08
AG-359-B05	AG-390-A23
AG-359-B05	AG-390-I17
AG-359-B05	AG-390-M22
AG-359-B05	AG-410-O14
AG-359-B05	AG-414-P09
AG-359-B05	AG-426-B11
AG-359-B05	AG-426-C16
AG-359-B05	AG-426-E13
AG-359-B05	AG-426-G02
AG-359-B05	AG-426-I05
AG-359-B05	AG-426-M05
AG-359-B05	AG-426-O21
AG-359-B05	AG-430-K07
AG-359-B05	AG-430-N16
AG-359-B05	AG-439-D05
AG-359-B05	AG-447-E07
AG-359-B05	AG-447-O08
AG-359-B05	AG-453-B23
AG-359-B05	AG-461-B13
AG-359-B05	AG-461-C04
AG-359-B05	AG-461-M14
AG-359-B05	AG-891-A05
AG-359-B05	AG-891-I18
AG-359-B05	AG-891-J16
AG-359-B05	AG-891-P06
AG-359-B05	AG-892-C18
AG-359-B05	AG-892-E21
AG-359-B05	AG-893-M03
AG-359-B05	AG-894-A16
AG-359-B05	AG-894-G18
AG-359-B05	AG-894-G22
AG-359-B05	AG-894-I22
AG-359-B05	AG-894-L17
AG-359-B05	AG-894-M18
AG-359-B05	AG-894-P17
AG-359-B05	AG-896-C18
AG-359-B05	AG-896-G07
AG-359-B05	AG-896-O18
AG-359-B05	AG-897-B03
AG-359-B05	AG-897-G22
AG-359-B05	AG-898-F23
AG-359-B05	AG-898-G21
AG-359-B05	AG-899-B02
AG-359-B05	AG-899-G02
AG-359-B05	AG-901-C10
AG-359-B05	AG-903-D02
AG-359-B05	AG-903-K07
AG-359-B05	AG-903-K22
AG-359-B05	AG-904-G21
AG-359-B05	AG-905-M05
AG-359-B05	AG-907-E04
AG-359-B05	AG-909-E04
AG-359-B05	AG-910-E10
AG-359-B05	AG-910-G11
AG-359-B05	AG-910-M23
AG-359-B05	AG-912-C08
AG-359-B05	AG-912-E13
AG-359-B05	AG-912-G22
AG-359-B05	AG-912-N03
AG-359-B05	AG-913-K11
AG-359-B05	AG-913-L03
AG-359-B05	AG-914-D08
AG-359-B05	AG-914-M14
AG-359-B05	AG-915-C06
AG-359-B05	AG-915-G14
AG-359-B05	AG-915-O07
AG-359-B05	AG-916-A21
AG-359-B05	AG-916-B06
AG-359-B05	AG-916-G03
AG-359-B05	AG-916-L11
AG-359-B05	AG-916-O06
AG-359-B05	AG-917-C02
AG-359-B05	AG-917-M15
AG-359-B05	AG-917-M17
AG-359-B05	AG-919-D10
AG-359-B05	AG-920-M14
AG-359-B05	AH-287-G05
AG-359-B05	AH-287-O09
AG-359-B05	AH-287-O21
AG-359-B05	AH-321-P04
AG-359-B05	AH-324-F03
AG-359-B05	AH-324-I20
AG-359-B05	AH-326-M23
AG-359-E10	AG-359-N17
AG-359-E10	AG-359-O11
AG-359-E10	AG-365-C14
AG-359-E10	AG-365-L08
AG-359-E10	AG-390-A23
AG-359-E10	AG-390-I17
AG-359-E10	AG-390-M22
AG-359-E10	AG-410-O14
AG-359-E10	AG-414-P09
AG-359-E10	AG-426-B11
AG-359-E10	AG-426-C16
AG-359-E10	AG-426-E13
AG-359-E10	AG-426-G02
AG-359-E10	AG-426-I05
AG-359-E10	AG-426-M05
AG-359-E10	AG-426-O21
AG-359-E10	AG-430-K07
AG-359-E10	AG-430-N16
AG-359-E10	AG-439-D05
AG-359-E10	AG-447-E07
AG-359-E10	AG-447-O08
AG-359-E10	AG-453-B23
AG-359-E10	AG-461-B13
AG-359-E10	AG-461-C04
AG-359-E10	AG-461-M14
AG-359-E10	AG-891-A05
AG-359-E10	AG-891-I18
AG-359-E10	AG-891-J16
AG-359-E10	AG-891-P06
AG-359-E10	AG-892-C18
AG-359-E10	AG-892-E21
AG-359-E10	AG-893-M03
AG-359-E10	AG-894-A16
AG-359-E10	AG-894-G18
AG-359-E10	AG-894-G22
AG-359-E10	AG-894-I22
AG-359-E10	AG-894-L17
AG-359-E10	AG-894-M18
AG-359-E10	AG-894-P17
AG-359-E10	AG-896-C18
AG-359-E10	AG-896-G07
AG-359-E10	AG-896-O18
AG-359-E10	AG-897-B03
AG-359-E10	AG-897-G22
AG-359-E10	AG-898-F23
AG-359-E10	AG-898-G21
AG-359-E10	AG-899-B02
AG-359-E10	AG-899-G02
AG-359-E10	AG-901-C10
AG-359-E10	AG-903-D02
AG-359-E10	AG-903-K07
AG-359-E10	AG-903-K22
AG-359-E10	AG-904-G21
AG-359-E10	AG-905-M05
AG-359-E10	AG-907-E04
AG-359-E10	AG-909-E04
AG-359-E10	AG-910-E10
AG-359-E10	AG-910-G11
AG-359-E10	AG-910-M23
AG-359-E10	AG-912-C08
AG-359-E10	AG-912-E13
AG-359-E10	AG-912-G22
AG-359-E10	AG-912-N03
AG-359-E10	AG-913-K11
AG-359-E10	AG-913-L03
AG-359-E10	AG-914-D08
AG-359-E10	AG-914-M14
AG-359-E10	AG-915-C06
AG-359-E10	AG-915-G14
AG-359-E10	AG-915-O07
AG-359-E10	AG-916-A21
AG-359-E10	AG-916-B06
AG-359-E10	AG-916-G03
AG-359-E10	AG-916-L11
AG-359-E10	AG-916-O06
AG-359-E10	AG-917-C02
AG-359-E10	AG-917-M15
AG-359-E10	AG-917-M17
AG-359-E10	AG-919-D10
AG-359-E10	AG-920-M14
AG-359-E10	AH-287-G05
AG-359-E10	AH-287-O09
AG-359-E10	AH-287-O21
AG-359-E10	AH-321-P04
AG-359-E10	AH-324-F03
AG-359-E10	AH-324-I20
AG-359-E10	AH-326-M23
AG-359-N17	AG-359-O11
AG-359-N17	AG-365-C14
AG-359-N17	AG-365-L08
AG-359-N17	AG-390-A23
AG-359-N17	AG-390-I17
AG-359-N17	AG-390-M22
AG-359-N17	AG-410-O14
AG-359-N17	AG-414-P09
AG-359-N17	AG-426-B11
AG-359-N17	AG-426-C16
AG-359-N17	AG-426-E13
AG-359-N17	AG-426-G02
AG-359-N17	AG-426-I05
AG-359-N17	AG-426-M05
AG-359-N17	AG-426-O21
AG-359-N17	AG-430-K07
AG-359-N17	AG-430-N16
AG-359-N17	AG-439-D05
AG-359-N17	AG-447-E07
AG-359-N17	AG-447-O08
AG-359-N17	AG-453-B23
AG-359-N17	AG-461-B13
AG-359-N17	AG-461-C04
AG-359-N17	AG-461-M14
AG-359-N17	AG-891-A05
AG-359-N17	AG-891-I18
AG-359-N17	AG-891-J16
AG-359-N17	AG-891-P06
AG-359-N17	AG-892-C18
AG-359-N17	AG-892-E21
AG-359-N17	AG-893-M03
AG-359-N17	AG-894-A16
AG-359-N17	AG-894-G18
AG-359-N17	AG-894-G22
AG-359-N17	AG-894-I22
AG-359-N17	AG-894-L17
AG-359-N17	AG-894-M18
AG-359-N17	AG-894-P17
AG-359-N17	AG-896-C18
AG-359-N17	AG-896-G07
AG-359-N17	AG-896-O18
AG-359-N17	AG-897-B03
AG-359-N17	AG-897-G22
AG-359-N17	AG-898-F23
AG-359-N17	AG-898-G21
AG-359-N17	AG-899-B02
AG-359-N17	AG-899-G02
AG-359-N17	AG-901-C10
AG-359-N17	AG-903-D02
AG-359-N17	AG-903-K07
AG-359-N17	AG-903-K22
AG-359-N17	AG-904-G21
AG-359-N17	AG-905-M05
AG-359-N17	AG-907-E04
AG-359-N17	AG-909-E04
AG-359-N17	AG-910-E10
AG-359-N17	AG-910-G11
AG-359-N17	AG-910-M23
AG-359-N17	AG-912-C08
AG-359-N17	AG-912-E13
AG-359-N17	AG-912-G22
AG-359-N17	AG-912-N03
AG-359-N17	AG-913-K11
AG-359-N17	AG-913-L03
AG-359-N17	AG-914-D08
AG-359-N17	AG-914-M14
AG-359-N17	AG-915-C06
AG-359-N17	AG-915-G14
AG-359-N17	AG-915-O07
AG-359-N17	AG-916-A21
AG-359-N17	AG-916-B06
AG-359-N17	AG-916-G03
AG-359-N17	AG-916-L11
AG-359-N17	AG-916-O06
AG-359-N17	AG-917-C02
AG-359-N17	AG-917-M15
AG-359-N17	AG-917-M17
AG-359-N17	AG-919-D10
AG-359-N17	AG-920-M14
AG-359-N17	AH-287-G05
AG-359-N17	AH-287-O09
AG-359-N17	AH-287-O21
AG-359-N17	AH-321-P04
AG-359-N17	AH-324-F03
AG-359-N17	AH-324-I20
AG-359-N17	AH-326-M23
AG-359-O11	AG-365-C14
AG-359-O11	AG-365-L08
AG-359-O11	AG-390-A23
AG-359-O11	AG-390-I17
AG-359-O11	AG-390-M22
AG-359-O11	AG-410-O14
AG-359-O11	AG-414-P09
AG-359-O11	AG-426-B11
AG-359-O11	AG-426-C16
AG-359-O11	AG-426-E13
AG-359-O11	AG-426-G02
AG-359-O11	AG-426-I05
AG-359-O11	AG-426-M05
AG-359-O11	AG-426-O21
AG-359-O11	AG-430-K07
AG-359-O11	AG-430-N16
AG-359-O11	AG-439-D05
AG-359-O11	AG-447-E07
AG-359-O11	AG-447-O08
AG-359-O11	AG-453-B23
AG-359-O11	AG-461-B13
AG-359-O11	AG-461-C04
AG-359-O11	AG-461-M14
AG-359-O11	AG-891-A05
AG-359-O11	AG-891-I18
AG-359-O11	AG-891-J16
AG-359-O11	AG-891-P06
AG-359-O11	AG-892-C18
AG-359-O11	AG-892-E21
AG-359-O11	AG-893-M03
AG-359-O11	AG-894-A16
AG-359-O11	AG-894-G18
AG-359-O11	AG-894-G22
AG-359-O11	AG-894-I22
AG-359-O11	AG-894-L17
AG-359-O11	AG-894-M18
AG-359-O11	AG-894-P17
AG-359-O11	AG-896-C18
AG-359-O11	AG-896-G07
AG-359-O11	AG-896-O18
AG-359-O11	AG-897-B03
AG-359-O11	AG-897-G22
AG-359-O11	AG-898-F23
AG-359-O11	AG-898-G21
AG-359-O11	AG-899-B02
AG-359-O11	AG-899-G02
AG-359-O11	AG-901-C10
AG-359-O11	AG-903-D02
AG-359-O11	AG-903-K07
AG-359-O11	AG-903-K22
AG-359-O11	AG-904-G21
AG-359-O11	AG-905-M05
AG-359-O11	AG-907-E04
AG-359-O11	AG-909-E04
AG-359-O11	AG-910-E10
AG-359-O11	AG-910-G11
AG-359-O11	AG-910-M23
AG-359-O11	AG-912-C08
AG-359-O11	AG-912-E13
AG-359-O11	AG-912-G22
AG-359-O11	AG-912-N03
AG-359-O11	AG-913-K11
AG-359-O11	AG-913-L03
AG-359-O11	AG-914-D08
AG-359-O11	AG-914-M14
AG-359-O11	AG-915-C06
AG-359-O11	AG-915-G14
AG-359-O11	AG-915-O07
AG-359-O11	AG-916-A21
AG-359-O11	AG-916-B06
AG-359-O11	AG-916-G03
AG-359-O11	AG-916-L11
AG-359-O11	AG-916-O06
AG-359-O11	AG-917-C02
AG-359-O11	AG-917-M15
AG-359-O11	AG-917-M17
AG-359-O11	AG-919-D10
AG-359-O11	AG-920-M14
AG-359-O11	AH-287-G05
AG-359-O11	AH-287-O09
AG-359-O11	AH-287-O21
AG-359-O11	AH-321-P04
AG-359-O11	AH-324-F03
AG-359-O11	AH-324-I20
AG-359-O11	AH-326-M23
AG-365-C14	AG-365-L08
AG-365-C14	AG-390-A23
AG-365-C14	AG-390-I17
AG-365-C14	AG-390-M22
AG-365-C14	AG-410-O14
AG-365-C14	AG-414-P09
AG-365-C14	AG-426-B11
AG-365-C14	AG-426-C16
AG-365-C14	AG-426-E13
AG-365-C14	AG-426-G02
AG-365-C14	AG-426-I05
AG-365-C14	AG-426-M05
AG-365-C14	AG-426-O21
AG-365-C14	AG-430-K07
AG-365-C14	AG-430-N16
AG-365-C14	AG-439-D05
AG-365-C14	AG-447-E07
AG-365-C14	AG-447-O08
AG-365-C14	AG-453-B23
AG-365-C14	AG-461-B13
AG-365-C14	AG-461-C04
AG-365-C14	AG-461-M14
AG-365-C14	AG-891-A05
AG-365-C14	AG-891-I18
AG-365-C14	AG-891-J16
AG-365-C14	AG-891-P06
AG-365-C14	AG-892-C18
AG-365-C14	AG-892-E21
AG-365-C14	AG-893-M03
AG-365-C14	AG-894-A16
AG-365-C14	AG-894-G18
AG-365-C14	AG-894-G22
AG-365-C14	AG-894-I22
AG-365-C14	AG-894-L17
AG-365-C14	AG-894-M18
AG-365-C14	AG-894-P17
AG-365-C14	AG-896-C18
AG-365-C14	AG-896-G07
AG-365-C14	AG-896-O18
AG-365-C14	AG-897-B03
AG-365-C14	AG-897-G22
AG-365-C14	AG-898-F23
AG-365-C14	AG-898-G21
AG-365-C14	AG-899-B02
AG-365-C14	AG-899-G02
AG-365-C14	AG-901-C10
AG-365-C14	AG-903-D02
AG-365-C14	AG-903-K07
AG-365-C14	AG-903-K22
AG-365-C14	AG-904-G21
AG-365-C14	AG-905-M05
AG-365-C14	AG-907-E04
AG-365-C14	AG-909-E04
AG-365-C14	AG-910-E10
AG-365-C14	AG-910-G11
AG-365-C14	AG-910-M23
AG-365-C14	AG-912-C08
AG-365-C14	AG-912-E13
AG-365-C14	AG-912-G22
AG-365-C14	AG-912-N03
AG-365-C14	AG-913-K11
AG-365-C14	AG-913-L03
AG-365-C14	AG-914-D08
AG-365-C14	AG-914-M14
AG-365-C14	AG-915-C06
AG-365-C14	AG-915-G14
AG-365-C14	AG-915-O07
AG-365-C14	AG-916-A21
AG-365-C14	AG-916-B06
AG-365-C14	AG-916-G03
AG-365-C14	AG-916-L11
AG-365-C14	AG-916-O06
AG-365-C14	AG-917-C02
AG-365-C14	AG-917-M15
AG-365-C14	AG-917-M17
AG-365-C14	AG-919-D10
AG-365-C14	AG-920-M14
AG-365-C14	AH-287-G05
AG-365-C14	AH-287-O09
AG-365-C14	AH-287-O21
AG-365-C14	AH-321-P04
AG-365-C14	AH-324-F03
AG-365-C14	AH-324-I20
AG-365-C14	AH-326-M23
AG-365-L08	AG-390-A23
AG-365-L08	AG-390-I17
AG-365-L08	AG-390-M22
AG-365-L08	AG-410-O14
AG-365-L08	AG-414-P09
AG-365-L08	AG-426-B11
AG-365-L08	AG-426-C16
AG-365-L08	AG-426-E13
AG-365-L08	AG-426-G02
AG-365-L08	AG-426-I05
AG-365-L08	AG-426-M05
AG-365-L08	AG-426-O21
AG-365-L08	AG-430-K07
AG-365-L08	AG-430-N16
AG-365-L08	AG-439-D05
AG-365-L08	AG-447-E07
AG-365-L08	AG-447-O08
AG-365-L08	AG-453-B23
AG-365-L08	AG-461-B13
AG-365-L08	AG-461-C04
AG-365-L08	AG-461-M14
AG-365-L08	AG-891-A05
AG-365-L08	AG-891-I18
AG-365-L08	AG-891-J16
AG-365-L08	AG-891-P06
AG-365-L08	AG-892-C18
AG-365-L08	AG-892-E21
AG-365-L08	AG-893-M03
AG-365-L08	AG-894-A16
AG-365-L08	AG-894-G18
AG-365-L08	AG-894-G22
AG-365-L08	AG-894-I22
AG-365-L08	AG-894-L17
AG-365-L08	AG-894-M18
AG-365-L08	AG-894-P17
AG-365-L08	AG-896-C18
AG-365-L08	AG-896-G07
AG-365-L08	AG-896-O18
AG-365-L08	AG-897-B03
AG-365-L08	AG-897-G22
AG-365-L08	AG-898-F23
AG-365-L08	AG-898-G21
AG-365-L08	AG-899-B02
AG-365-L08	AG-899-G02
AG-365-L08	AG-901-C10
AG-365-L08	AG-903-D02
AG-365-L08	AG-903-K07
AG-365-L08	AG-903-K22
AG-365-L08	AG-904-G21
AG-365-L08	AG-905-M05
AG-365-L08	AG-907-E04
AG-365-L08	AG-909-E04
AG-365-L08	AG-910-E10
AG-365-L08	AG-910-G11
AG-365-L08	AG-910-M23
AG-365-L08	AG-912-C08
AG-365-L08	AG-912-E13
AG-365-L08	AG-912-G22
AG-365-L08	AG-912-N03
AG-365-L08	AG-913-K11
AG-365-L08	AG-913-L03
AG-365-L08	AG-914-D08
AG-365-L08	AG-914-M14
AG-365-L08	AG-915-C06
AG-365-L08	AG-915-G14
AG-365-L08	AG-915-O07
AG-365-L08	AG-916-A21
AG-365-L08	AG-916-B06
AG-365-L08	AG-916-G03
AG-365-L08	AG-916-L11
AG-365-L08	AG-916-O06
AG-365-L08	AG-917-C02
AG-365-L08	AG-917-M15
AG-365-L08	AG-917-M17
AG-365-L08	AG-919-D10
AG-365-L08	AG-920-M14
AG-365-L08	AH-287-G05
AG-365-L08	AH-287-O09
AG-365-L08	AH-287-O21
AG-365-L08	AH-321-P04
AG-365-L08	AH-324-F03
AG-365-L08	AH-324-I20
AG-365-L08	AH-326-M23
AG-390-A23	AG-390-I17
AG-390-A23	AG-390-M22
AG-390-A23	AG-410-O14
AG-390-A23	AG-414-P09
AG-390-A23	AG-426-B11
AG-390-A23	AG-426-C16
AG-390-A23	AG-426-E13
AG-390-A23	AG-426-G02
AG-390-A23	AG-426-I05
AG-390-A23	AG-426-M05
AG-390-A23	AG-426-O21
AG-390-A23	AG-430-K07
AG-390-A23	AG-430-N16
AG-390-A23	AG-439-D05
AG-390-A23	AG-447-E07
AG-390-A23	AG-447-O08
AG-390-A23	AG-453-B23
AG-390-A23	AG-461-B13
AG-390-A23	AG-461-C04
AG-390-A23	AG-461-M14
AG-390-A23	AG-891-A05
AG-390-A23	AG-891-I18
AG-390-A23	AG-891-J16
AG-390-A23	AG-891-P06
AG-390-A23	AG-892-C18
AG-390-A23	AG-892-E21
AG-390-A23	AG-893-M03
AG-390-A23	AG-894-A16
AG-390-A23	AG-894-G18
AG-390-A23	AG-894-G22
AG-390-A23	AG-894-I22
AG-390-A23	AG-894-L17
AG-390-A23	AG-894-M18
AG-390-A23	AG-894-P17
AG-390-A23	AG-896-C18
AG-390-A23	AG-896-G07
AG-390-A23	AG-896-O18
AG-390-A23	AG-897-B03
AG-390-A23	AG-897-G22
AG-390-A23	AG-898-F23
AG-390-A23	AG-898-G21
AG-390-A23	AG-899-B02
AG-390-A23	AG-899-G02
AG-390-A23	AG-901-C10
AG-390-A23	AG-903-D02
AG-390-A23	AG-903-K07
AG-390-A23	AG-903-K22
AG-390-A23	AG-904-G21
AG-390-A23	AG-905-M05
AG-390-A23	AG-907-E04
AG-390-A23	AG-909-E04
AG-390-A23	AG-910-E10
AG-390-A23	AG-910-G11
AG-390-A23	AG-910-M23
AG-390-A23	AG-912-C08
AG-390-A23	AG-912-E13
AG-390-A23	AG-912-G22
AG-390-A23	AG-912-N03
AG-390-A23	AG-913-K11
AG-390-A23	AG-913-L03
AG-390-A23	AG-914-D08
AG-390-A23	AG-914-M14
AG-390-A23	AG-915-C06
AG-390-A23	AG-915-G14
AG-390-A23	AG-915-O07
AG-390-A23	AG-916-A21
AG-390-A23	AG-916-B06
AG-390-A23	AG-916-G03
AG-390-A23	AG-916-L11
AG-390-A23	AG-916-O06
AG-390-A23	AG-917-C02
AG-390-A23	AG-917-M15
AG-390-A23	AG-917-M17
AG-390-A23	AG-919-D10
AG-390-A23	AG-920-M14
AG-390-A23	AH-287-G05
AG-390-A23	AH-287-O09
AG-390-A23	AH-287-O21
AG-390-A23	AH-321-P04
AG-390-A23	AH-324-F03
AG-390-A23	AH-324-I20
AG-390-A23	AH-326-M23
AG-390-I17	AG-390-M22
AG-390-I17	AG-410-O14
AG-390-I17	AG-414-P09
AG-390-I17	AG-426-B11
AG-390-I17	AG-426-C16
AG-390-I17	AG-426-E13
AG-390-I17	AG-426-G02
AG-390-I17	AG-426-I05
AG-390-I17	AG-426-M05
AG-390-I17	AG-426-O21
AG-390-I17	AG-430-K07
AG-390-I17	AG-430-N16
AG-390-I17	AG-439-D05
AG-390-I17	AG-447-E07
AG-390-I17	AG-447-O08
AG-390-I17	AG-453-B23
AG-390-I17	AG-461-B13
AG-390-I17	AG-461-C04
AG-390-I17	AG-461-M14
AG-390-I17	AG-891-A05
AG-390-I17	AG-891-I18
AG-390-I17	AG-891-J16
AG-390-I17	AG-891-P06
AG-390-I17	AG-892-C18
AG-390-I17	AG-892-E21
AG-390-I17	AG-893-M03
AG-390-I17	AG-894-A16
AG-390-I17	AG-894-G18
AG-390-I17	AG-894-G22
AG-390-I17	AG-894-I22
AG-390-I17	AG-894-L17
AG-390-I17	AG-894-M18
AG-390-I17	AG-894-P17
AG-390-I17	AG-896-C18
AG-390-I17	AG-896-G07
AG-390-I17	AG-896-O18
AG-390-I17	AG-897-B03
AG-390-I17	AG-897-G22
AG-390-I17	AG-898-F23
AG-390-I17	AG-898-G21
AG-390-I17	AG-899-B02
AG-390-I17	AG-899-G02
AG-390-I17	AG-901-C10
AG-390-I17	AG-903-D02
AG-390-I17	AG-903-K07
AG-390-I17	AG-903-K22
AG-390-I17	AG-904-G21
AG-390-I17	AG-905-M05
AG-390-I17	AG-907-E04
AG-390-I17	AG-909-E04
AG-390-I17	AG-910-E10
AG-390-I17	AG-910-G11
AG-390-I17	AG-910-M23
AG-390-I17	AG-912-C08
AG-390-I17	AG-912-E13
AG-390-I17	AG-912-G22
AG-390-I17	AG-912-N03
AG-390-I17	AG-913-K11
AG-390-I17	AG-913-L03
AG-390-I17	AG-914-D08
AG-390-I17	AG-914-M14
AG-390-I17	AG-915-C06
AG-390-I17	AG-915-G14
AG-390-I17	AG-915-O07
AG-390-I17	AG-916-A21
AG-390-I17	AG-916-B06
AG-390-I17	AG-916-G03
AG-390-I17	AG-916-L11
AG-390-I17	AG-916-O06
AG-390-I17	AG-917-C02
AG-390-I17	AG-917-M15
AG-390-I17	AG-917-M17
AG-390-I17	AG-919-D10
AG-390-I17	AG-920-M14
AG-390-I17	AH-287-G05
AG-390-I17	AH-287-O09
AG-390-I17	AH-287-O21
AG-390-I17	AH-321-P04
AG-390-I17	AH-324-F03
AG-390-I17	AH-324-I20
AG-390-I17	AH-326-M23
AG-390-M22	AG-410-O14
AG-390-M22	AG-414-P09
AG-390-M22	AG-426-B11
AG-390-M22	AG-426-C16
AG-390-M22	AG-426-E13
AG-390-M22	AG-426-G02
AG-390-M22	AG-426-I05
AG-390-M22	AG-426-M05
AG-390-M22	AG-426-O21
AG-390-M22	AG-430-K07
AG-390-M22	AG-430-N16
AG-390-M22	AG-439-D05
AG-390-M22	AG-447-E07
AG-390-M22	AG-447-O08
AG-390-M22	AG-453-B23
AG-390-M22	AG-461-B13
AG-390-M22	AG-461-C04
AG-390-M22	AG-461-M14
AG-390-M22	AG-891-A05
AG-390-M22	AG-891-I18
AG-390-M22	AG-891-J16
AG-390-M22	AG-891-P06
AG-390-M22	AG-892-C18
AG-390-M22	AG-892-E21
AG-390-M22	AG-893-M03
AG-390-M22	AG-894-A16
AG-390-M22	AG-894-G18
AG-390-M22	AG-894-G22
AG-390-M22	AG-894-I22
AG-390-M22	AG-894-L17
AG-390-M22	AG-894-M18
AG-390-M22	AG-894-P17
AG-390-M22	AG-896-C18
AG-390-M22	AG-896-G07
